Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Nationstar/Mr. Cooper,8950 Cypress Waters Rd.,,,Coppell,TX,75019-4620,,,,,10/29/2021
Nationwide,PO Box 182797,,,Columbus,OH,43218,,,,,06/19/2024
Nationwide Auto Insurance,PO Box 607,,,Norwood,MA,02062,,,,,09/07/2021
Nationwide Credit & Collection,"815 Commerce Dr., Ste. 270",,,Oak Brook,IL,60523-8852,,,,,07/14/2021
Nationwide Credit Inc,PO Box 15130,,,Wilmington,DE,19850-5130,,,,,07/08/2022
Nationwide Credit INC,PO BOX 15130,,,Wilmington,DE,19850,,,,,05/31/2023
"Nationwide Credit, Inc",PO Box 15130,,,Wilmington,DE,19850-5130,,,,,10/25/2021
"Nationwide Credit, Inc.",PO BOX 15130,,,Wilmington,DE,19850-5130,,,,,07/21/2020
Nationwide Insurance,P.O. Box 742522,,,Cincinnati,OH,45274,,,,,12/08/2020
Nationwide Recovery Service,19401 40th Ave. W,Suite #130,,Lynnwood,WA,98036,,,,,12/28/2021
Nationwide Recovery Service,"C/O Retacco Law Office, Inc.",30640 Pacific Hwy Ste C,,Federal Way,WA,98003,,,,,11/04/2022
"Nationwide Recovery Service, Inc.","19401 40th Ave. W, Ste. 200",,,Lynnwood,WA,98036,,,,,06/29/2021
Navajo County Superior Court,PO Box 668,100 East Carter Road,,Holbrook,AZ,86025,,,,,08/27/2025
Navient,PO Box 9500,,,Wilkes Barre,PA,18773,,,,,10/24/2019
Navient Solution,PO BOX 8004,,,Fishers,IN,46038,,,,,06/04/2025
Navy Federal Credit Union,PO Box 3700,,,Merrifield,VA,22119,,,,,04/28/2025
Navy Federal Credit Union,1 Security Place,,,Merrifield,VA,22116,,,,,10/09/2021
Navy Federal Credit Union,Po Box 3000,,,Merrifield,VA,22119-3000,,,,,11/12/2025
Navy Federal Credit Union,PO Box 3100,,,Merrifield,VA,22119-3100,,,,,03/10/2026
NBT Bank,52 South Broad Street,,,Norwich,NY,13815-0351,,,,,05/25/2023
NCA,P.O. Box 550,327 W. 4th Ave.,,Hutchinson,KS,67504,,,,,10/28/2025
NCB Management,1 Allied Dr.,,,Feasterville Trevose,PA,19053,,,,,01/11/2022
"NCB MANAGEMENT SERVICES, INC",ONE ALLIED DRIVE,,,Feasterville Trevose,PA,19053,,,,,10/20/2023
"NCB Management Sevices, Inc.",Attn: Bankruptcy,PO Box 1099,,Langhorne,PA,19047,,,,,01/12/2022
"NCD FINANCIAL, LLC",3911 N. Schreiber Way,,,Coeur D Alene,ID,83815,,,,,05/28/2021
NCMIC Finance Corp.,P.O. Box 9118,,,Des Moines,IA,50306,,,,,02/26/2024
NCR,864 Spring St. NW,,,Atlanta,GA,30308,,,,,04/02/2021
NCSA,1333 N. Kingssbury St,,,Chicago,IL,60642,,,,,04/11/2022
NDX,1701 Military Trail Suite 155,,,Jupiter,FL,33458,,,,,09/20/2022
Nebraska Furniture Mart,PO Box 3456,,,Omaha,NE,68103,,,,,04/17/2026
Ned Lichty,4322 127th Ave E,,,Puyallup,WA,98372,,,,,07/15/2025
Neely Law Firm,"1120 S. Dobson Rd., Ste. 230",,,Chandler,AZ,85286,,,,,04/02/2024
Neiders,200 Lippert Drive West,,,Port Orchard,WA,98366,,,,,03/03/2025
Neighborhood Health at Meridia,Attn: Billing | Bankruptcy,10521 Meridian Ave N,,Seattle,WA,98133,,,,,08/25/2022
Neighborhood Outreach Access to Health,PO Box 740144,,,Los Angeles,CA,90074,,,,,04/13/2022
Neil Gumke,13233 279th Ave NE,,,Delaware,DE,00000,,,,,12/09/2025
Nelda Taloza,307 50th St. SE,,,Auburn,WA,98092,,,,,08/04/2023
Nelnet,P.O. Box 2877,,,Omaha,NE,68103,,,,,09/16/2019
Nelnet,PO Box 82505,,,Lincoln,NE,68501,,,,,07/03/2025
Nelson & Kennard,P.O. Box 13807,,,Sacramento,CA,95853,,,,,12/10/2019
Nelson & Kennard,5011 Dudley Blvd.,"Bldg. 250, Bay G",,McClellan,CA,95652,,,,,01/17/2025
Nelson & Kennard LLP,5011 Dudley Blvd,Bldg 250 Bay G,,McClellan,CA,95652,,8669202295,,,10/20/2025
"Nelson & Kennard, LLP",5011 Dudley Blvd.,"Building 250, Bay G",,McClellan,CA,95652,,,,,03/18/2025
Nelson and Kennard,P.O. Box 13807,,,Sacramento,CA,95853,,,,,05/03/2024
Nelson and Kennard LLP,PO Box 13807,,,Sacramento,CA,95853,,,,,11/04/2025
"Nelson and Kennard, LLP","5011 Dudley Blvd., Bldg 250",Bay G,25CIV85814KCX,McClellan,CA,95652,,,,,09/08/2025
Nelsons Towing,627 E Francis Avenue,,,Spokane,WA,99208,,,,,10/13/2025
Nemo's Investigation and Collections,Attn: Bankruptcy,PO Box 30517,,Phoenix,AZ,85046,,,,,04/07/2020
"Neonatal Specialists, LTD",PO Box 88087,,,Chicago,IL,60680,,,,,02/16/2021
Nepenthe Lab Services,"1710 Willow Creek Circle, #2",,,Eugene,OR,97402-9192,,,,,11/03/2022
Nepenthe Laboratory Services,1710 Willow Creek Circle,,,Eugene,OR,97402,,,,,04/01/2024
NEPHROLOGY ASSOCIATES OF YAKIMA,315 HOLTON AVE. STE. 100,,,Yakima,WA,98902,,,,,04/03/2024
Neptune Society - Tucson,"6781 N. Thornydale Rd., #253",,,Tucson,AZ,85741,,,,,12/09/2024
Neptune's Court,8021 Shirley Ave,,,Gig Harbor,WA,98332,,,,,03/18/2024
NES ARizona Inc.,Attn 31054C,PO Box 14000,,Belfast,ME,04915,,,,,03/19/2024
Net Credit,175 W Jackson Blvd,Suite 1000,,Chicago,IL,60604,,,,,05/04/2022
Net Credit,PO Box 206766,,,Dallas,TX,75320-6766,,,,,07/14/2023
Net Credit,"175 W. Jackson Blvd., Suite 60",,,Chicago,IL,60604,,,,,10/24/2023
Net Pay Advance,6820 W Central Ave.,,,Wichita,KS,67212,,,,,10/15/2020
Netcredit,175 W. Jackson Blvd. Suite 600,,,Chicago,IL,60604,,,,,07/03/2025
NETCREDIT/REPUBLIC BANK,175 W JACKSON BLVD,,,Chicago,IL,60604,,,,,04/23/2026
NETCREDIT/TAB,175 W JACKSON BLVD,,,Chicago,IL,60604,,,,,09/05/2025
Netspend® Debit Account / Pathward,"c/o Ouro Global, Inc.",P.O. Box 2136,,Austin,TX,78768-2136,,,,,04/01/2025
Neurobehavioral Health Associa,2118 Caton Way SW,,,Olympia,WA,98502,,,,,04/28/2023
Neurocenter AZ,6677 W Thunderbird Rd,,,Glendale,AZ,85306,,,,,01/04/2023
Neurological Associates of Tucson,2450 E. River Rd.,,,Tucson,AZ,85718,,,,,01/25/2024
Neurological Associates of WA,13107 112st Way N.E,Suite A,,Kirkland,WA,98034,,,,,03/11/2026
Neurological Physicians of Arizona,726 N Greenfield Rd.,Ste. 110,,Gilbert,AZ,85234,,,,,05/12/2020
Neurone PC,PO Box 64551,,,Phoenix,AZ,85082,,,,,06/08/2023
Nevada Department of Taxation,Attn: Bankruptcy,3850 Arrowhead Drive,,Carson City,NV,89706,,,,,04/14/2025
NEW CHAPEL EMS,PO BOX 1374,,,New Albany,IN,47151-3740,,,,,08/12/2024
"New Cingular Wireless PCS, LLC",dba AT&T Mobility,1025 Lenox Park Boulevard NE,,Atlanta,GA,30319,,,,,04/21/2025
New Concept,8830 E Speedway Blvd,,,Tucson,AZ,85710,,,,,07/25/2024
New Direction Fertility Centers,"1760 E. Pecos Rd., Suite 532",,,Gilbert,AZ,85295,,,,,08/03/2021
New Direction Fertility Centers,1760 E. Pecos Rd #532,,,Gilbert,AZ,85295,,,,,08/23/2023
New Directions for Women,2607 Willo Ln,,,Costa Mesa,CA,92627,,,,,09/19/2024
New Horizons Investment Group,13106 SE 240th Street,Suite 200,,Kent,WA,98031,,,,,12/15/2025
New Image Dentistry,17235 N 75th Ave Suite A-100,,,Glendale,AZ,85308,,,,,02/14/2020
New Jersey Division of Taxation,"3 John Fitch Way, 5th Floor",PO Box 245,,Trenton,NJ,08695-0245,,,,,07/22/2025
New Jersey Turnpike Authority,PO Box 4971,,,Trenton,NJ,08650,,,,,07/08/2021
New Mexico Orthopaedics,1200 Louisiana Blvd NE,,,Albuquerque,NM,87110,,,,,01/24/2025
New Mexico Taxation & Revenue Department,PO Box 5188,,,Santa Fe,NM,87502,,,,,11/06/2020
New Mexico Taxation & Revenue Dept.,Attn: Bankruptcy,PO Box 630,,Santa Fe,NM,87504-0630,,,,,08/15/2025
New Mexico University Medical Group,P.O. Box 712255,,,Denver,CO,80271,,,,,02/28/2025
New Rez,c/o PHH Mortgage,PO Box 24738,,West Palm Beach,FL,33416,,,,,01/25/2024
New Spring Equisites,"208 Vine St.,",,,Kelso,WA,98626,,3605759280,,,08/19/2025
New York & Co.,P.O. Box 182789,,,Columbus,OH,43218,,,,,09/30/2024
NEW YORK Processing Center,PO Box 61000,,,Albany,NY,12261,,,,,03/18/2021
"Newco Capital Group VI, LLC","c/o Berkovitch & Bouskila, PLLC","80 Broad St., Suite 3303",,New York,NY,10040,,,,,08/25/2023
Newport Heights Apartments,5600 S 152nd St,,,Tukwila,WA,98188,,,,,11/25/2024
Newport News Courtroom D,Re Case #:,2500 Washington Ave.,,Newport News,VA,23607,,,,,09/27/2023
Newport School District,1380 W 5TH ST,PO BOX 70,,Newport,WA,99156,,509-447-3167,,,05/26/2025
NewRez,1715 E. Fairfield Street,,,Mesa,AZ,85203,,,,,10/31/2019
NewRez LLC,"1100 Virginia Drive, Suite 125",,,Fort Washington,PA,19034,,,,,12/29/2020
Newrez LLC,c/o Shellpoint Mortgage Servicing,PO Box 650840,,Dallas,TX,75265,,,,,05/03/2023
Newrez LLC,c/o Shellpoint Mortgage Servicing,P.O. Box 60535,,City of Industry,CA,91716-0535,,,,,01/15/2025
Newrez LLC,C/O Shellpoint Mortgage,P.O. Box 650840,,Dallas,TX,75265,,,,,05/22/2025
Newrez LLC dba Shellpoint Mortgage,PO Box 10826,,,Greensville,SC,29603-0826,,,,,12/18/2024
"Newscapes NW, LLC",183 N. Mitchell Dr.,,,Yakima,WA,98908,,,,,05/10/2024
NexMetro Enclave LLC,8433 E Guadalupe Road,#120,,Mesa,AZ,85212,,,,,12/09/2021
Next Care Urgent Care,"7425 E. Shea Blvd, Suite 107",,,Scottsdale,AZ,85260,,,,,01/30/2025
Next Loan,P.O. Box 435,,,Lower Lake,CA,95457,,,,,06/22/2023
NextCare Arizona,PO Box 843833,,,Los Angeles,CA,90084,,,,,01/13/2025
NextCare Urgent Care,2550 N Thunderbird Circle Suite 123,,,Mesa,AZ,85215-1217,,,,,01/03/2022
"NextCare, Inc.",Attn: Bankruptcy Department,"1138 N. Alma School Rd., Ste 120",,Mesa,AZ,85201,,,,,04/07/2020
Nextep Funding LLC,9484 Double R Blvd Ste A,,,Reno,NV,89521,,,,,12/14/2020
"Nextgear Capital, Inc.",dba Dealer Services Corp,"1329 City Center Dr, Ste. 100",,Carmel,IN,46032-3816,,,,,12/01/2021
Nextgen Auto Sales,1505 N. Ash St.,,,Spokane,WA,99201,,,,,12/09/2022
NextWave Enterprises,5757 Blue Lagoon Dr,,,Miami,FL,33126,,,,,07/15/2019
Nexus Nova LLC,"c/o Service Mac, LLC",9726 Old Bailes Road Ste 200,,Fort Mill,SC,29707,,,,,11/14/2025
NFIB,P.O. Box 2818,,,Omaha,NE,68103,,,,,09/18/2024
Nguyen Dat & Pham Lean,c/oDana Pham,"2490 W Ray Rd., Ste. 1",,Chandler,AZ,85224,,,,,11/10/2020
NHRMC Physician Group,PO Box 2090,,,Morrisville,NC,27560,,,,,10/08/2020
"NIC, Inc.",Attn: Bankruptcy Department,14631 N. Cave Creek Rd.,,Phoenix,AZ,85022,,,,,04/07/2020
Nicholas Wiest,2626 S. 311th St.,,,Federal Way,WA,98003,,,,,10/29/2024
Nicholas Wilcox,c/o Credit International Corp,"10413 Beardslee Blvd, Ste A",,Bothell,WA,98011,,,,,01/14/2022
Nicole,7128 East Eagle Nest Way,,,San Tan Valley,AZ,85143,,,,,12/10/2024
Nicole Demby,80 N. 10th Ave.,,,Newark,NJ,07108,,,,,03/13/2023
Nicole Rascon,C/O Best Law Firm,9383 E. Bahia Dr. Suite 100,,Scottsdale,AZ,85260,,,,,09/10/2024
Nicole Rascon,c/o 21321 E Ocotillo Rd Building F,,,Queen Creek,AZ,85142,,,,,12/10/2024
Nicole Rascon,c/o San Tan Family Law,21321 E Ocotillo Rd Building F,,Queen Creek,AZ,85142,,,,,12/10/2024
Nicole Sicher,6620 176th St. E.,,,Puyallup,WA,98375,,,,,10/24/2024
Nieves Lewis,67 School Dr.,,,Sierra Vista,AZ,85635,,,,,06/25/2024
Nightrays,PO Box 204285,,,Dallas,TX,75320,,,,,09/07/2021
"NIIWIN, LLC d/b/a Lendgreen",P.O. Box 221,,,Lac Du Flambeau,WI,54538,,,,,10/15/2020
"Niizh, LLC",d/b/a Bright Star Cash,PO Box 502,,Lac Du Flambeau,WI,54538,,,,,12/02/2020
"Niizhwaaswi, LLC",DBA Loan at Last,PO Box 1193,,Minocqua,WI,54548,,,,,05/09/2023
"Niizhwaaswi, LLC dba LoanAtLast",PO Box 1193,,,Lac Du Flambeau,WI,54538,,,,,02/12/2024
Nila Poche,1715 E. Main St. #U205,,,Puyallup,WA,98372,,,,,08/09/2024
Nimith Soeun,12963 NE 203rd ST,,,Woodinville,WA,98072,,,,,10/25/2024
"Ningodwaaswi, LLC dba Sky Trail Cash",PO Box 1115,,,Lac Du Flambeau,WI,54538,,,,,08/26/2021
Nisha Subramanian & Vishal Cha,10197 226th Ave NE,,,Redmond,WA,98053,,,,,07/15/2025
Nissan Financial,PO Box 660577,,,Dallas,TX,75266,,,,,09/04/2019
Nissan Infiniti LT,PO Box 66030,,,Dallas,TX,75266,,,,,10/06/2025
Nissan Motor Acceptance,318 Bloomfield Ave.,,,Bloomfield,NJ,07003,,,,,11/03/2022
Nissan Motor Corp,P O BOX 740849,,,Cincinnati,OH,45274-0849,,,,,03/31/2021
"Niswi, LLC",dba Lendumo,PO Box 542,,Lac Du Flambeau,WI,54538,,,,,12/18/2020
"Niswi, LLC d/b/a Lendumo",PO BOX 542,,,Lac Du Flambeau,WI,54538,,,,,12/18/2020
NJ Division of Taxation,"3 John Fitch Way, 5th Floor",PO Box 245,,Trenton,NJ,08695-0245,,,,Notice Only,07/22/2025
NJ E-ZPass,Attn: Billing,PO Box 4971,,Trenton,NJ,08650,,,,,11/23/2021
NM Taxation & Revenue Department,PO BOX 8575,,,Albuquerque,NM,87198-8575,,,,,12/18/2020
No Late Freight,James Cruikshank,15995 Morning Glory St.,,Goodyear,AZ,85338,,,,,08/10/2021
NOAH,2500 W. Utopia Rd.,#100,,Phoenix,AZ,85027,,,,,09/15/2020
Noah Seidenstucker,c/o Ava Kaauamo,7831 161st St E,,Puyallup,WA,98375,,,,,02/16/2022
Nobel Sysco,601 Comanche Rd.,,,Albuquerque,NM,87107,,,,,05/23/2023
Nogales Justice Court,P.O. Box 1150,,,Nogales,AZ,85621,,,,,05/28/2025
Nor Monroe LLC,"3616 Colby Ave, #168",,,Everett,WA,98201,,,,,07/31/2024
"Norco, Inc.",P.O. Box 13544,,,Seattle,WA,98124,,,,,01/29/2024
NORDSTM/TD,13531 E. CALEY AVE,,,Englewood,CO,80111,,,,,11/13/2025
Nordstorm TD Bank USA,PO Box 71466,,,Philadelphia,PA,19176,,,,,04/15/2026
Nordstorms Corporate Office,1700 7th Ave.,,,Seattle,WA,98101,,,,,07/17/2019
Nordstrom Card Services,PO Box 6555,,,Englewood,CO,80155,,,,,03/15/2022
Nordstrom Card Services,P.O. Box 100135,,,Columbia,SC,29202-3135,,,,,11/06/2025
NORDSTROM/TD BANK,8502 E PRINCESS DR STE 150,,,Scottsdale,AZ,85255-5488,,,,,04/02/2026
Nordstrom/TD Bank USA,13531E. Caley Ave,,,Englewood,CO,80111,,,,,09/07/2022
"Nordyke, Pierce, & Cullen",120 Corporate Blvd,Norfolk,,Norfolk,VA,23502,,866/428-8102,,,10/07/2025
Norfolk City General,District Court,3 Rd Floor,150 St Pauls Blvd,Norfolk,VA,23510,,,,,02/23/2023
Norht Valley Emergency Specialists,5555 W Thunderbird Rd.,,,Glendale,AZ,85306-4622,,,,,04/27/2020
Norhtland Group Inc.,PO Box 390846,,,Minneapolis,MN,55439,,,,,08/26/2020
Norma Lynn Dabner,5230 112th ST SW Apt 304,,,Lakewood,WA,98499,,,,,04/13/2026
North Beach Chiropractic Clini,PO Box 1514,,,Ocean Shores,WA,98569,,,,,12/09/2024
North Canyon Consolidated Court,P.O. Box 3160,,,Colorado City,AZ,86021,,,,,08/07/2024
North Carolina Department of Revenue,PO Box 25000,,,Raleigh,NC,27640,,,,,09/17/2021
North Carolina Department of Revenue,PO Box 871,,,Raleigh,NC,27602-0871,,,,,04/13/2022
North Cascades Physical Therapy,Attn: Billing | Bankruptcy,700B Okoma Dr.,,Omak,WA,98841,,,,,06/16/2022
North Coast Credit Union,1100 Dupont St,,,Bellingham,WA,98225-3113,,,,,01/12/2022
North Coast Electric,PO Box 748177,,,Los Angeles,CA,90074,,,,,11/29/2022
North Cochise Communtiy Hospital,901 W. Rex Allen Drive,,,Willcox,AZ,85643,,,,,12/10/2024
North Copper Canyon Community,4160 W. Kitty Hawk Way,,,Chandler,AZ,85226,,,,,11/07/2023
North Country Health Care,P.O. Boxs 845432,,,Los Angeles,CA,90084-5432,,,,,07/18/2024
North Country Healthcare,2920 N. 4th St.,,,Flagstaff,AZ,86004,,,,,09/05/2023
North Country HealthCare,PO Box 845432,,,Los Angeles,CA,90084,,,,,03/27/2024
North County Towing,P.O. Box 3033,,,Arlington,WA,98223,,,,,04/15/2024
North Dakota Department of Human Se,600 E Boulevard Ave Dept 325,,,Bismarck,ND,58505,,,,,11/08/2022
North Dakota Office of State Tax Commis,"600 E. Boulevard Ave., Dept. 127",,,Bismarck,ND,58505,,,,,01/21/2021
North First Condominium Owener,12919 94th Ave E.,,,Puyallup,WA,98373,,,,,11/01/2023
North Harbor Diesel & Yacht Service,720 30th St.,,,Anacortes,WA,98221,,,,,11/29/2022
North Hollywood Billing Center,4605 Lankershim Blvd. #216,,,North Hollywood,CA,91602,,,,,07/17/2021
North Idaho Credit Corp,PO Box 1150,,,Coeur D Alene,ID,83816-1150,,,,,10/19/2022
North Mesa Justice Court,1837 S. Mesa Dr. #B103,,,Mesa,AZ,85210,,480-926-9731,,,11/24/2020
North Mesa Justice Court,RE:,1837 S. Mesa Dr. #B103,,Mesa,AZ,85210,,480-926-9731,,,05/07/2021
North Mesa Precinct Justice Court,RE:,"222 E. Javelina Ave., Suite B",,Mesa,AZ,85210,,480-926-9731,,,07/18/2024
North Mill Credit Trust,81 Throckmorton Ave. Suite 203,,,Mill Valley,CA,94941,,,,,08/10/2021
North Mill Equipment,"601 Merritt 7, Suite 5",,,Norwalk,CT,06851,,,,,01/12/2024
"North Palms Apartments, LLC",2007 W. Tuckey Ln.,,,Phoenix,AZ,85015,,,,,10/06/2020
North Parkway LLC,PO Box 489,,,Battle Ground,WA,98604,,,,,03/18/2025
North Scottsdale Women's Care,Attn: Bankruptcy,"7970 E. Thompson Peak Pky., #103",,Scottsdale,AZ,85255,,,,,08/31/2020
North Shore Agency,A National Collection Agency,"270 Spagnoli Rd., Ste 110",,Melville,NY,11747,,,,,04/14/2020
North Shore Agency,28820 Mound Rd.,,,Lake Havasu City,AZ,86406,,,,,12/21/2023
North Sound Emergency,P.O. box 84203,,,Seattle,WA,98124,,,,,07/31/2024
North Sound Emergency Medicine,PO Box 734537,,,Chicago,IL,60673-4537,,,,,11/17/2022
North Sound Emergency Medicine,P.O. Box 84203,,,Seattle,WA,98124,,,,,01/29/2024
North Sound Emergency Medicine,PO Box 84203,,,Seattle,WA,98124,,,,,08/12/2025
North Star Finance,ATTN: Collections Dept.,P.O Box 498,,Hays,MT,59527,,,,,08/23/2022
North Star Financial/Four Rivers Lending,8 the Green,,,Dover,DE,19901,,,,,12/01/2022
"North Star Trustee, LLC","6100, 219th ST, Suite 480",,,Mountlake Terrace,WA,98043,,,,,01/05/2026
North Texas Tollway Authority,PO Box 660244,,,Dallas,TX,75266,,,,,11/06/2020
North Valley Anesthesia LLC,PO Box 305250,,,Nashville,TN,37230,,,,,05/22/2025
North Valley Emergency Specialists,PO Box 53026,,,Phoenix,AZ,85072,,,,,05/18/2020
North Valley Family Medicine,6320 W. Union Hills Suite 2800B,,,Glendale,AZ,85308,,,,,05/18/2020
North Valley Family Medicine,6320 W Union Hills,,,Glendale,AZ,85308,,,,,11/13/2023
North Valley Hospital,Attn: Billing | Bankruptcy,203 S. Western Ave.,,Tonasket,WA,98855,,,,,08/18/2022
North Valley Justice Court,RE CASE#:,142461 W. Tierra Buena Lane,,Surprise,AZ,85374,,,,,11/09/2021
North Valley Pet Hospital,1440 Hammer Rd.,,,Fort Mohave,AZ,86426,,,,,04/09/2020
Northeast Bank,PO Box 1707,,,Lewiston,ME,04241,,,,,03/13/2026
Northern Arizona Healthcare,1200 N. Beaver St.,,,Flagstaff,AZ,86001,,,,,02/18/2021
Northern Arizona Healthcare Provider Gro,417 Brisge St. #AP100048#004,,,Danville,VA,24541,,,,,02/18/2021
Northern Arizona Podiatry Group,940 N. Switzer Canyon Dr. Ste 102,,,Flagstaff,AZ,86001,,,,,02/18/2021
Northern Arizona Radiology PC,Attn: Billing | Bankruptcy,PO Box 97357,,Las Vegas,NV,89193,,,,,11/25/2020
Northern Arizona University,PO Box 4096,,,Flagstaff,AZ,86011,,,,,11/23/2021
Northern Country Healthcare,PO box 845432,,,Los Angeles,CA,90084,,,,,04/29/2021
Northern Credit Serv,543 E. Andy Devine Ave.,,,Kingman,AZ,86401,,,,,09/07/2022
Northern Credit Serv,Attn: Bankruptcy,543 E. Andy Devine Ave.,,Kingman,AZ,86401,,,,,09/07/2022
Northern Groves Imporvement Assoc.,"3635 E. Inverness Ave., #101",,,Mesa,AZ,85206,,,,,06/11/2021
Northern skies FCU,1001 E Benson Blvd,,,Anchorage,AK,99508,,,,,03/18/2026
Northland Group,PO Box 390846,,,Minneapolis,MN,55439,,866-573-2931,,,08/18/2020
Northland San Dorado LLC,10730 N. Oracle Rd.,,,Tucson,AZ,85737,,,,,10/04/2021
Northlight Counseling Associates,Suite 122,4121 E Valley Auto Dr.,,Mesa,AZ,85206,,,,,03/26/2024
Northridge Condominium Assoc.,c/o Integra,PO Box 31936,,Bellingham,WA,98228,,,,,05/30/2025
Northside Anesthesiology Consultants LLC,PO Box 744184,,,Atlanta,GA,30374,,,,,03/03/2021
Northsound Emergency Medicine,P.O. Box 84203,,,Seattle,WA,98124-5503,,,,,07/16/2024
Northstar Location Services,Attn: Financial Services Dep,4285 Genesee St,,Cheektowaga,NY,14225-1943,,,,,06/06/2022
Northstar Location Services LLC,4281 Grenesee St.,,,Buffalo,NY,14225-1943,,,,,04/21/2020
Northstar Location Services LLC,Attn: Financial Services Dept.,4285 Genesee St.,,Cheektowaga,NY,14225,,,,,11/24/2021
"Northstar Location Services, LLC",4285 Genesee Street,,,Buffalo,NY,14225,,,,,04/15/2024
"Northstar Location Services, LLC",ATTN: FINANCIAL SERVICES,4285 GENESEE ST,,Buffalo,NY,14225,,,,,06/13/2024
"Northstar Location Services, LLC",4285 Genesee St,,,Buffalo,NY,14225,,,,,10/29/2025
Northstar Realty & Investments,2468 E. Vermont Dr.,,,Gilbert,AZ,85295,,,,,09/09/2021
Northwell Health Physician Partners,PO Box 28372,,,New York,NY,10087,,,,,01/12/2024
Northwest Acute Care Specialis,PO Box 905,,,Nashua,NH,03061,,,,,01/24/2024
Northwest Allied Physicians,Attn: 19064N,PO Box 14000,,Belfast,ME,04915,,,,,03/04/2025
Northwest Allied Physicians LLC,PO Box 14099,,,Belfast,ME,04915,,,,,04/22/2024
Northwest Allied Physicians LLC,ATTn PCU,P.O Box 68,,Brentwood,TN,37024,,,,,04/22/2024
"Northwest Allied Physicians, LLC",PO Box 14000,,,Belfast,ME,04915,,,,,12/02/2019
"Northwest Allied Physicians, LLC",PO Box 14099,,,Belfast,ME,04915,,,,,04/24/2025
Northwest Ambulance,PO Box 3510,,,Silverdale,WA,98383-3510,,,,,08/23/2022
Northwest Ambulance WA,PO BOX 547,,,Wheeling,IL,60090,,,,,03/07/2025
Northwest Ambulance WA,P.O. Box 547,,,Wheeling,IL,60090,,,,,04/14/2025
Northwest Cardiology LLC,ATTN: PCU,P.O Box 68,,Brentwood,TN,37024,,,,,04/22/2024
Northwest Clinical Pathology,P.O. Box 3681,,,Seattle,WA,98124,,,,,01/29/2024
Northwest Emerg Phys LLC,PO Box 740021,,,Cincinnati,OH,45274,,,,,11/24/2025
"Northwest Emergency Phys., LLC",Attn: Bankruptcy,PO Box 740021,,Cincinnati,OH,45274,,,,,05/17/2022
"Northwest Energ Phys, LLC.",P.O. Box 740021,,,Cincinnati,OH,45274,,,,,11/08/2023
NORTHWEST FCU,200 SPRINGS ST,,,Herndon,VA,20170,,,,,09/03/2025
Northwest Federal Credit Union,P.O. Box 5068,,,Herndon,VA,20172,,,,,11/06/2025
Northwest Fire District,PO Box 205932,,,Dallas,TX,75320-5932,,,,,12/11/2019
Northwest Fire District,"C/O Digitech Computer, Inc.","480 Bedford Rd., building 600, 2nd Floor",,Chappaqua,NY,10514,,,,,12/11/2019
Northwest Fire District,PO Box 1280,,,Oaks,PA,19456-1280,,,,,02/01/2024
Northwest HBP Medical,P.O. Box 188,,,Brentwood,TN,37024,,,,,06/04/2025
Northwest HBP Medical Services LLC,PO BOX 14099,,,Belfast,ME,04915,,,,,07/14/2021
Northwest Healthcare,P.O. Box 1280,,,Oaks,PA,19456-1280,,,,,04/15/2024
Northwest Healthcare,PO Box 1280,,,Oaks,PA,19456-1280,,,,,02/01/2024
Northwest Hospital,& Medical Center,Suite 260,10330 Meridian Ave. N,Seattle,WA,98133,,,,,08/25/2022
Northwest Hospital LLC,Attn: Billing | Bankruptcy,6200 N La Cholla Blvd.,,Tucson,AZ,85741,,,,,02/17/2023
Northwest Lien Services LLC,1406 NE Jade St.,,,Issaquah,WA,98029,,,,,05/08/2024
Northwest Medcial Center,PO Box 848444,,,Dallas,TX,75284,,,,,06/08/2022
Northwest Medical Center,PO box 1280,,,Oaks,PA,19456,,,,,11/30/2020
Northwest Medical Center,PO Box 848444,,,Dallas,TX,75284,,,,,10/08/2021
Northwest Medical Center,PO Box 843328,,,Dallas,TX,75284,,,,,01/22/2024
Northwest Medical Center,PO Box 188,,,Brentwood,TN,37024-0188,,,,,04/24/2025
Northwest Medical Center Sahuarita,16260 Rancho Sahuarita Blvd.,,,Sahuarita,AZ,85629,,,,,11/19/2024
Northwest Medical Specialties,PO Box 4108,,,Portland,OR,97208,,,,,11/02/2022
Northwest Medidal Center,6200 N La Chilla Blvd,,,Tucson,AZ,85741,,,,,07/12/2025
Northwest MotorSport,400 River Rd.,,,Puyallup,WA,98371,,,,,06/16/2022
Northwest Neurological,8513 NE Dell Ave,Ste 102,,Vancouver,WA,98665-8068,,,,,07/11/2023
Northwest Orthopaedic Specialists,PO Box 14000,,,Belfast,ME,04915,,,,,05/15/2023
Northwest Orthopedic,111 South 11th Ave,,,Yakima,WA,98902,,,,,06/23/2023
Northwest Orthopedic Specialist,Suite 400,601 West 5th Ave.,,Spokane,WA,99204,,,,,07/01/2024
"Northwest Pain Specia, LLC",Suite 102,1120 N. Pines Rd.,,Spokane,WA,99206,,,,,03/22/2024
Northwest Physicians Labor,"12100 Northup Way, Ste. 110",,,Bellevue,WA,98005,,,,,12/18/2024
Northwest Property Managers,1646 S. Market Boulevard,,,Chehalis,WA,98532,,,,,04/22/2025
